store_id,uptime_last_hour(in minutes),uptime_last_day(in hours),update_last_week(in hours),downtime_last_hour(in minutes),downtime_last_day(in hours),downtime_last_week(in hours)
2649391977742780890,12,19,83,48,4,55
3516004078424115674,48,0,4,12,16,92
4590731204145498592,2,4,27,58,5,27
7120523238505400804,2,7,32,58,6,46
476989989982947816,8,19,78,52,4,60
5680290502434703848,0,0,0,60,23,138
6190941260791728618,55,0,0,5,23,138
6812181705575123434,46,0,0,14,23,138
5383477212520237550,36,4,24,24,7,47
4779871203708914158,12,19,83,48,4,55
3133369078257961457,6,1,16,54,5,18
3372684579059026417,10,19,83,50,4,55
9066566141366979058,3,11,48,57,6,54
3572493697893616119,8,20,83,52,3,55
3502881323144858105,9,4,35,51,6,55
7477936072929364471,56,0,0,4,14,84
3507820856616503803,43,0,4,17,2,8
6443193284960537082,50,5,26,10,6,39
6737616692153207290,6,2,8,54,2,19
4271904243602082304,9,8,26,51,6,32
98968564618185222,58,0,3,2,12,69
2848896213606582792,9,12,48,51,5,50
8180283018895936006,6,2,9,54,0,3
6563216064961497607,6,3,23,54,5,25
1441510323176884753,10,5,24,50,0,6
4139816027732560407,59,19,82,1,4,56
4213878075422034460,58,7,30,2,7,52
3587450049386170913,8,6,28,52,6,42
3442307498217032229,8,0,0,52,0,0
7768174223542700582,10,5,35,50,6,57
8769244068032301610,37,23,106,23,0,32
264845592669014577,0,5,24,60,6,42
2010016103197592114,9,3,15,51,0,3
1152492611924511282,33,1,5,27,0,1
3891633739237018161,2,0,0,58,23,138
5181897949182806581,1,0,4,59,2,8
1260983426069285442,2,4,21,58,3,19
8292030417947544127,12,0,0,48,0,0
7974803066696813122,10,0,12,50,0,4
9042558869370554946,57,3,27,3,6,54
6397611802326616647,5,6,27,55,5,34
7444118499164277319,57,19,81,3,4,57
2003586529008699979,7,3,40,53,6,42
5856311688745503306,58,0,0,2,23,138
4823461475864726096,0,3,15,60,0,3
5707822156711873109,8,23,106,52,0,32
8826154421260372565,12,0,0,48,0,0
7470227709743024725,1,0,0,59,23,138
7463838312625326679,12,19,82,48,4,56
5328081464383523419,49,0,0,11,23,138
678385306341067358,11,6,35,49,7,55
6831515644406844002,47,0,4,13,9,50
8415182736561621606,45,6,35,15,5,43
6679051477112769133,57,17,68,3,0,30
9093184199664355954,56,0,0,4,23,138
8052008735012309622,41,13,56,19,6,58
4266358793542486651,8,0,0,52,0,0
6576413755753843323,51,0,0,9,2,12
3200243856778381950,0,0,0,60,2,12
5549602300745796227,58,0,0,2,8,78
7851471791880751747,59,0,0,1,12,74
6544504095606786695,4,7,31,56,6,42
4837291871384095372,11,3,22,49,5,56
152768986927483535,46,8,26,14,6,32
408215883090381458,29,0,3,31,12,69
6562382697232485011,51,3,14,9,0,8
1094996317198305945,11,0,0,49,23,138
3442819202743257753,4,6,26,56,6,46
8197639708249311900,55,0,0,5,11,66
1858853580830067360,1,7,32,59,6,46
156728906253552292,1,2,11,59,4,42
3840219969230785187,3,0,3,57,12,69
4136120523067181734,59,19,83,1,4,55
3182296056281221799,10,19,82,50,4,56
6781454184755612334,9,9,45,51,6,37
3833419514885917360,56,0,0,4,23,138
4776271248373992116,42,12,50,18,6,58
6333511700688652982,6,6,32,54,6,62
4788802137286232759,1,0,0,59,23,138
7989454723645098680,48,3,3,12,20,135
3159131636399983291,36,4,23,24,3,22
4421288579483257531,10,2,12,50,0,4
8191578323611011770,12,11,48,48,8,64
8462971639795075772,42,0,0,18,0,0
778281888660867776,6,1,8,54,0,2
7834232823683467966,6,9,35,54,6,46
4694308047730854595,55,0,0,5,6,83
1126772962709719755,37,19,49,23,4,37
1576123392838814414,56,0,3,4,11,63
1005454408747305679,58,4,27,2,0,34
4133883971449178832,24,2,20,36,3,35
5917427065332714193,12,2,30,48,6,48
4221600707967470290,12,20,83,48,3,55
4937855910968904410,6,4,24,54,4,23
7338244501036845789,48,0,0,12,23,138
1615058775059450593,11,6,29,49,6,41
5219832925489842912,4,0,0,56,0,0
8357845192988674784,2,19,82,58,4,56
6333860129984498403,10,23,106,50,0,32
2783264314630851304,41,4,22,19,0,4
2477216145893247723,9,5,28,51,6,39
4061536459139402475,12,7,36,48,9,62
4075748311445555950,12,19,82,48,4,56
929942020613229295,56,5,35,4,8,55
4014682770263558895,11,7,31,49,16,107
8779851920942844653,50,0,4,10,14,79
1937498001498491641,53,0,2,7,11,64
4684291973997906681,10,0,4,50,2,8
3336360837016636154,46,11,49,14,6,43
2038955937408404221,11,9,73,49,14,65
6555002180570467067,0,0,0,60,7,44
9112912725345520382,2,6,27,58,7,51
519016936646593281,3,6,17,57,7,25
239878387785911044,2,4,24,58,6,33
833633818966117127,3,0,0,57,0,0
1240361266951473929,49,0,0,11,12,85
2439804991311203080,53,0,0,7,5,30
1507991654062574347,53,0,0,7,12,74
7466277663248763659,5,5,26,55,6,42
6815851310669318930,7,10,50,53,6,51
18920323356347157,0,9,43,60,3,26
11670395796048660,1,0,0,59,23,138
3888007833848400666,1,0,0,59,23,138
1714874130169154334,59,23,106,1,0,32
1875904070873074463,8,5,28,52,7,55
1793224320599575330,46,8,35,14,6,49
2081149492145277731,1,19,58,59,4,80
8401196832685050660,10,4,31,50,4,32
1682410174079322921,1,8,38,59,6,46
3033607389017557806,12,5,34,48,6,44
3169637474751630128,8,18,77,52,5,61
6020620700458797872,5,0,0,55,1,6
2901310877161376562,11,0,4,49,2,8
2971907660762532656,7,4,19,53,0,5
4359751034607356721,12,3,3,48,20,135
3300006535294700341,57,0,0,3,12,72
4993829178515213119,22,0,3,38,14,68
1425862378696395585,50,0,2,10,9,52
4099354590371662660,59,0,2,1,2,12
5445551834603735875,4,6,29,56,6,45
6546370607035140932,51,0,0,9,14,58
2907412593306028871,28,19,82,32,4,56
8262842442210429768,8,0,0,52,0,0
8330988331731405641,7,3,27,53,4,47
6739436342147730252,47,0,0,13,0,0
5599183880881982285,38,0,2,22,12,70
8447045235971803982,6,0,12,54,0,4
2545793739609918290,7,9,37,53,6,53
262841265877764950,44,17,68,16,0,30
8924765793643547476,33,0,0,27,0,0
5917727738261031768,11,8,39,49,4,31
3324030567183829850,11,5,32,49,6,46
1477904358215633755,49,0,0,11,23,138
4344963891778374492,57,11,42,3,5,54
4397155678021831521,6,9,36,54,6,50
3816848420034333538,4,8,27,56,5,29
3107648587312581475,8,20,81,52,3,57
828832235527719781,55,3,7,5,0,31
8024554890756246369,32,4,24,28,7,40
7013271434412051301,7,9,42,53,6,46
22284400831843180,49,0,6,11,2,6
3045050334558079852,30,19,82,30,4,56
7484947088349055860,8,19,82,52,4,56
5941053254697077626,1,10,38,59,6,48
3072450101185104763,8,7,32,52,6,48
7421407536615181179,58,0,0,2,0,0
1124477734195874697,7,8,33,53,5,44
1661210843346029451,1,0,0,59,23,138
4333637347652094864,7,4,27,53,5,27
3704723944065551248,2,1,4,58,0,2
339527900019182494,12,5,26,48,6,42
3098100847849261982,48,0,3,12,15,77
267404321924500393,58,23,104,2,0,34
2604638674847386537,49,0,1,11,3,44
3233041998470761389,3,0,0,57,0,0
4283900185819859886,53,6,33,7,6,50
6782098060857756590,1,0,0,59,0,0
6066377682406853552,9,0,0,51,0,0
2977189193675262898,48,0,2,12,12,70
4273565860006284214,10,4,22,50,0,4
2223985866580118457,48,0,2,12,13,78
6737785710386793403,5,0,12,55,0,4
168576246522596286,52,0,0,8,0,0
5795953979431734207,9,6,29,51,5,38
7805106599543131070,12,0,11,48,10,62
7135524174341196737,59,19,82,1,4,56
817708990078405575,48,0,9,12,23,129
4285997288605305799,10,6,40,50,6,42
4092614032603663304,59,19,83,1,4,55
9195020438857272261,4,6,27,56,5,37
5108694434844003277,6,5,34,54,5,56
7806205095810976716,10,6,30,50,6,42
8749623912306953167,1,4,22,59,0,8
7131983716943940560,49,0,0,11,12,72
2938195528632552406,15,0,2,45,8,46
8046946363444153301,6,7,34,54,6,46
7032069062934612950,9,20,83,51,3,55
6734105876303006678,11,19,83,49,4,55
12554962621156313,5,10,49,55,6,52
8582314793427749848,5,4,23,55,6,37
3039655988289653719,51,0,0,9,23,138
1006235379059772386,48,0,0,12,23,138
631342275710995431,46,5,37,14,7,46
6000611208348191718,54,0,20,6,7,38
2826891986735090666,7,0,0,53,0,0
6419351097196497898,4,3,27,56,4,47
7200830230926347246,10,23,106,50,0,32
8267711558287739887,10,8,36,50,6,48
5631841752214948847,57,0,0,3,9,54
246415742806248437,11,8,35,49,6,49
498507889058368504,53,0,0,7,9,68
4688281890086374393,11,23,106,49,0,32
4950474645116931067,59,1,5,1,0,1
8429679604291914750,9,5,27,51,6,39
5138642474732735493,12,0,0,48,1,20
2378940157071248391,38,1,8,22,2,30
5670063460750150662,6,0,0,54,0,0
74012759254354951,47,0,0,13,23,138
1277432720439331851,3,8,43,57,5,35
5776967535340342281,7,0,6,53,0,36
6335498821750639637,47,0,5,13,15,85
608065356919295001,54,0,2,6,12,70
7051608002991049752,8,8,27,52,6,31
8420225409927203867,59,20,83,1,3,55
7030668286999776284,9,20,83,51,3,55
6458867174353751073,7,7,34,53,6,44
144582376162315302,9,7,60,51,5,45
8575192552537607204,12,0,0,48,0,0
1872028700820950055,59,19,83,1,4,55
4010031510290451498,34,0,0,26,0,0
7891666264586996779,51,8,26,9,6,32
1508040010409004082,3,8,40,57,7,46
1972407304428112957,12,0,21,48,7,37
4005997104508980286,27,5,28,33,6,51
1849997174339030083,12,5,19,48,3,38
7169425814577237058,32,6,27,28,5,41
6957083785738308678,6,3,44,54,5,34
5839057466366086215,30,2,10,30,0,2
7253240394698345544,2,6,29,58,6,43
6884747063042657354,2,19,82,58,4,56
8823612367991032909,50,4,25,10,6,44
4881783053756943439,4,19,82,56,4,56
7244359871284464722,9,5,26,51,6,42
4154106542528285781,48,4,23,12,7,45
5174734920814414932,12,0,0,48,0,0
6023943681015794773,5,0,9,55,10,64
7002726907868302426,2,19,82,58,4,56
6326470972613577820,13,0,0,47,0,0
3176187621963451486,28,15,62,32,0,28
1422431014167366751,0,0,0,60,0,0
5803417611846995039,7,7,21,53,1,27
1694467836438760546,0,10,44,60,5,36
3984770485507574882,6,4,22,54,6,39
3630372629238271078,13,19,81,47,4,57
3907713529175854183,10,0,4,50,2,8
4521597075312200808,6,11,49,54,6,53
3269428084358630505,54,0,5,6,15,85
195848896712461417,28,0,6,32,19,108
230886630117100654,12,0,0,48,2,12
2062632175994588271,10,2,26,50,5,48
5030599329267502189,7,0,0,53,0,0
6828919247294483567,38,3,20,22,6,36
4185912191533960309,12,0,0,48,0,0
515890119341362297,4,4,21,56,5,39
6407255759981333627,0,0,2,60,8,46
2932868160155831423,57,9,37,3,14,101
8179036963239677055,50,0,0,10,13,78
4265110397136391299,50,6,34,10,5,28
6701286196328352898,31,0,11,29,10,62
1583435132948728965,48,0,0,12,23,138
4670645505445055621,6,4,21,54,7,45
7798028310942370954,58,19,80,2,4,58
4273284718420315277,56,0,0,4,5,41
6964072444411989135,52,5,26,8,6,40
4845861559963896981,31,0,0,29,0,0
7994228529250192536,9,2,10,51,0,2
4857048722552638621,2,19,83,58,4,55
8164838227328650397,10,5,26,50,7,46
4062762140619590816,10,2,8,50,0,4
5432804012465802402,9,2,10,51,0,2
6167051883862117538,44,8,42,16,9,60
3922330992491482279,4,2,30,56,0,24
3434233726093577384,9,19,83,51,4,55
3661873599252384938,49,0,1,11,14,57
5759984956833975469,49,0,0,11,2,12
7926931676687092909,12,5,33,48,3,45
5978632724816252080,43,5,37,17,6,40
1271535224731716786,27,0,9,33,23,107
7709507507485985969,59,19,83,1,4,55
6679610164581485748,0,19,82,60,4,56
5733465239782575290,12,0,0,48,0,0
909957015272770749,49,7,36,11,4,28
4968006424751852732,5,6,20,55,2,37
1885324789411794111,4,6,35,56,6,48
7554777953072827580,4,0,3,56,9,82
5219124227546303675,44,7,33,16,6,45
5431103707326827707,3,0,0,57,14,56
2067717571315354823,2,8,26,58,6,32
5683952737822362825,6,3,15,54,0,3
6077660293503601866,47,0,3,13,13,75
7458308374379875530,9,0,5,51,12,69
4627481041822993612,11,5,28,49,6,39
8625481719089843404,10,10,19,50,5,26
5919783007635819726,50,0,4,10,14,78
8155971941784472781,8,19,82,52,4,56
7651829624924720340,9,4,22,51,0,4
8750493480383302874,12,17,89,48,6,49
3940995520753716453,7,0,0,53,0,0
8951449082654575844,10,0,0,50,0,0
7342525183027793127,11,19,77,49,4,39
8327213538766212329,4,6,24,56,1,16
4726331000416881899,59,8,27,1,6,31
785571340548754670,53,0,0,7,2,14
3559301946464521454,51,0,0,9,14,83
8826911675007356143,51,0,0,9,12,72
1046695203099528435,11,0,0,49,0,0
274614981129391348,5,9,18,55,6,27
8087467187603852528,47,0,0,13,2,14
299214288082750710,9,20,83,51,3,55
9042700854672805110,34,6,26,26,6,48
6098129554565942519,1,0,0,59,8,48
6857135258254265593,0,5,22,60,6,27
5772395595102768378,7,8,38,53,6,38
7674924846765591803,11,19,78,49,4,60
674181715362434303,57,20,84,3,3,54
8931114819354217726,48,0,3,12,3,15
3794430814933142786,55,0,6,5,9,76
2311272071941344516,11,0,18,49,4,8
810119773108292869,9,7,28,51,6,37
2651410741190020364,25,0,1,35,1,5
5418719841334086930,12,15,63,48,0,27
299331931566263572,11,23,106,49,0,32
3472583359122033940,54,6,40,6,6,43
1117389266276142359,6,19,75,54,4,41
4201454392555490587,7,4,19,53,0,5
8494934091976789274,2,4,27,58,1,31
1994774673355885854,51,0,3,9,13,75
2905134978136821019,57,8,36,3,5,44
6031871749231627550,57,5,21,3,1,15
2280077802486025502,2,0,0,58,23,138
8739956590470384928,58,0,0,2,0,0
2418025554398596389,11,19,83,49,4,55
7755093122895039788,10,15,62,50,0,28
8101145866716204334,3,0,0,57,0,0
5789139393467174192,1,0,0,59,23,138
3742077598049684788,5,0,0,55,0,0
6955721551279082802,57,5,23,3,6,43
1814910282893643063,12,0,4,48,2,8
3676866034534239543,59,9,40,1,6,50
5150559167011245366,0,5,49,60,6,43
6611611742761405755,53,0,0,7,2,12
6132733456150711612,57,0,0,3,1,6
1019560701115878725,12,5,27,48,7,45
5331798899959745861,4,4,20,56,0,6
2059108713423064392,10,2,10,50,0,2
3775803048956218694,9,0,0,51,0,0
5275515973015620935,54,6,27,6,6,47
7382561148731968842,2,0,0,58,0,0
7865409373264006475,49,5,28,11,4,28
5855624311576644941,59,0,0,1,0,0
8912154138723994956,57,20,84,3,3,54
879096999646055757,56,0,3,4,3,15
6325014510634749266,12,23,106,48,0,32
7140076174586531159,0,3,19,60,1,42
7450173613725470043,12,20,84,48,3,54
6867574483214028125,49,0,0,11,0,0
1846315626964143455,6,10,48,54,7,54
5563661163564879199,12,19,79,48,4,59
2215773843009654110,3,3,37,57,5,56
4606855124555484513,6,7,53,54,6,45
208974981066050916,0,0,0,60,23,138
8304675269004381541,8,6,22,52,0,14
2648335841600523627,1,6,29,59,6,44
6780898964781616491,54,0,3,6,2,23
1325246017710378355,49,0,0,11,23,138
9144556022604680563,47,0,20,13,7,38
309081616338296,5,0,6,55,0,10
8083837430436711797,11,2,12,49,0,2
2480582646913879417,49,0,0,11,0,0
2734353441360432503,0,0,3,60,3,13
3415363341457935740,11,0,0,49,0,0
5251395236018998652,35,0,0,25,0,0
562451244119674240,7,5,26,53,6,41
621023192449568129,10,0,0,50,0,0
7159972326826331518,9,0,0,51,0,0
2576229098080357764,4,6,28,56,6,44
4671570342676909445,12,0,0,48,0,0
8329204621693078916,55,0,0,5,23,138
5415956106332294538,6,7,32,54,6,46
198267071251238285,1,0,0,59,1,6
3233563812975168911,6,19,35,54,4,40
6494204163890859408,57,9,40,3,6,51
1650648283299302802,47,0,25,13,7,49
4706252239382990227,8,9,39,52,6,51
8396574520319233427,10,7,32,50,2,19
4444669515658153367,1,5,28,59,6,39
5220106591702404503,49,0,0,11,23,138
7032573689778785699,12,3,20,48,1,41
4631422733156765096,50,6,40,10,6,43
1516518425405181356,57,20,83,3,3,55
6713441710817201578,13,0,0,47,1,6
1363166507682123182,48,0,2,12,12,70
3823987586241023406,12,12,73,48,11,65
8899336205450562990,16,0,3,44,9,82
1376003501047500209,59,0,11,1,10,62
5862397230810058165,28,0,0,32,0,0
2575294187163078071,2,8,43,58,5,35
7484574268501183927,9,6,28,51,6,44
8791769215981866424,54,0,0,6,0,0
369967654160158140,58,1,62,2,0,54
4638405750661533115,58,0,0,2,0,0
6321616220523777465,3,0,0,57,11,70
233202058964258241,1,3,19,59,6,35
8810005333786545600,5,19,37,55,4,101
3587665864946240964,51,0,0,9,10,60
7037281316468280772,48,0,0,12,2,12
3830830144736939469,10,6,28,50,6,55
7398381639684476363,7,12,50,53,7,62
5930378218707307982,6,11,49,54,7,59
6662744577562004943,10,0,0,50,0,0
3399092829488958929,10,15,62,50,0,20
2976510663652199890,11,0,6,49,12,66
3679780980004736467,1,5,25,59,3,21
8034091651201093074,8,7,20,52,6,27
5399026350784499156,8,18,77,52,5,61
6680458122072346069,13,2,8,47,0,4
864201814553742806,8,4,20,52,0,6
5953844276513164759,8,5,23,52,6,43
6369796710867095001,47,0,2,13,12,70
7329999789647416792,53,0,0,7,13,88
6574951301509664221,9,2,8,51,0,4
8024118650329910750,7,6,27,53,2,21
4097302443548921312,45,5,28,15,7,55
4628431224368975329,49,0,0,11,23,138
8267536949834239459,2,23,106,58,0,32
3363033381817830885,47,0,0,13,0,0
7544087529212628453,11,17,77,49,6,61
3519146719128702443,25,4,20,35,7,53
8950986559297867242,2,2,13,58,0,3
7598275831951085035,0,4,19,60,3,35
619578683994787311,58,19,79,2,4,59
5333985389619498479,7,0,0,53,0,0
7422816402006494705,12,23,106,48,0,32
6484000176487517682,9,8,36,51,6,48
9039040876687445496,49,0,4,11,8,44
7481409184162598392,57,18,78,3,5,60
3698023975922519548,5,3,12,55,0,17
3176987468930469373,4,19,36,56,4,35
4973910068302269952,8,4,20,52,0,6
5059963425429966338,10,1,4,50,0,2
8368406563180563970,3,20,83,57,3,55
9074409784917151238,12,9,39,48,6,53
3541127648447319561,3,0,0,57,0,0
8270278419228708361,7,1,3,53,0,3
5071146961906519563,1,23,113,59,0,25
6459350738349772306,12,19,82,48,4,56
8064296038576410146,8,7,32,52,6,46
6833286636551589412,50,0,0,10,23,138
4861546528707759653,40,15,68,20,0,22
2711912582951652903,58,19,80,2,4,58
8698841965278744103,8,5,27,52,6,38
8821611058321870377,6,7,35,54,6,44
3655151688711491117,8,8,34,52,6,50
7870777208128392747,1,0,0,59,23,138
1294781955896528432,6,8,36,54,6,48
4275696505398152752,12,0,0,48,0,0
5937787548623556148,9,19,82,51,0,32
4660374052648341046,10,19,35,50,4,34
6938518495491837494,59,0,0,1,11,66
8881306134421065272,4,5,24,56,3,39
3109310798880296507,11,7,19,49,6,59
7328147470152912440,56,0,0,4,23,138
5159224775776161342,59,20,82,1,3,56
5545787150727663168,10,5,33,50,7,50
242070892659920452,10,19,75,50,4,51
6646766412481580613,2,5,28,58,6,39
6082681779881627209,30,7,36,30,10,64
4758587829950172747,53,0,0,7,13,80
6593407198969548364,13,0,2,47,12,83
5211458630326505041,9,11,42,51,5,54
5505066605255020117,53,0,0,7,14,58
9192377008590605909,7,0,24,53,7,50
1296969062983847515,11,0,4,49,0,25
1386920948956286556,7,5,35,53,6,45
325043072015552093,12,5,25,48,7,24
126240136410779229,46,12,73,14,11,65
601632978459741792,8,0,0,52,0,0
188201077234290272,6,7,41,54,6,33
8222202311465029229,3,6,29,57,6,41
8836314544578088560,0,7,29,60,6,42
8347195385952259697,3,8,39,57,7,47
458437129236139637,26,0,5,34,7,37
5794710983765806708,10,6,29,50,7,49
2055086482603167348,8,0,0,52,0,0
3310671370097249907,11,7,30,49,6,48
8126319401406451312,47,0,1,13,6,35
4904865724346814072,12,13,55,48,6,59
4063993431790538362,30,14,60,30,0,26
495802493056208503,54,0,0,6,23,138
2671352006512594556,3,5,25,57,6,31
7800902276964372090,48,0,0,12,14,60
1230398065636822664,8,0,9,52,0,3
3463402876865465996,12,6,27,48,6,54
7746550245593796239,11,19,83,49,4,55
8885536830552592015,55,0,0,5,1,6
4321355704476225176,12,19,82,48,4,56
5015159283312873114,11,23,106,49,0,32
2123371985542925981,50,0,0,10,0,0
707328952466001568,7,0,0,53,0,0
2675794447991393951,12,11,48,48,6,44
3636679415424536226,11,6,18,49,2,16
6327459314678320803,4,3,19,56,0,3
501557351127961254,48,0,0,12,0,0
7817639073288900258,12,0,0,48,0,0
1712278235275382444,11,20,83,49,3,55
7428814857704722091,9,6,42,51,6,45
2228122587698941615,8,4,22,52,7,46
6320797491700879022,12,19,82,48,0,32
8339624504086875822,57,5,35,3,7,48
3766635117067488943,58,2,10,2,1,35
6918961832133611179,51,0,0,9,13,78
571481271919627957,51,0,0,9,15,88
9083089274673876661,7,19,44,53,4,38
6807408015193493175,12,0,4,48,0,25
7377442190619561655,49,0,3,11,6,56
6521709332044336823,59,0,0,1,12,76
7720911914275688121,9,10,42,51,6,54
1843512914997006014,9,19,84,51,4,54
6452543517527756476,39,18,84,21,5,54
5394348183901097663,13,19,86,47,4,52
8980705968758542017,1,23,106,59,0,32
663034937572544197,10,7,32,50,2,22
1183434922498969285,51,0,0,9,23,138
5604888979691327179,8,19,82,52,4,56
4398082883008351949,10,4,21,50,6,39
8396636154679316178,51,5,24,9,6,42
8145241780445335251,12,3,25,48,7,48
985801539067170519,5,7,30,55,6,48
2211932293935943381,4,7,33,56,2,20
95739916925095637,12,8,26,48,6,32
6140042026787000029,38,0,0,22,0,0
2132333675925065450,2,8,36,58,2,24
342546232744333035,34,0,12,26,0,4
6619845453607915242,0,20,82,60,3,56
3929444120504815341,10,0,4,50,2,8
5647592574746939118,53,0,0,7,2,12
5105295943316754159,3,8,28,57,6,32
4503255321057382129,10,0,0,50,0,0
3247746398158671602,12,0,0,48,0,0
3521824165434216176,0,15,68,60,0,22
9181264351058906870,47,0,0,13,13,55
1298224736308547321,2,0,0,58,11,66
7347866224433549048,0,0,0,60,12,73
3103901497552031481,59,0,0,1,13,78
5954465446210129655,53,0,0,7,13,78
1123487660396302079,1,4,27,59,0,34
7372733207729131264,12,0,0,48,0,0
768992666525847309,39,0,0,21,0,0
5449311431828983568,7,6,29,53,7,47
6951801161602256656,9,5,32,51,6,58
2754773730169016085,10,19,83,50,4,55
8400658793897512726,58,6,28,2,5,38
6126682367592058647,32,0,9,28,12,74
3868741733375069982,4,2,10,56,0,2
846146092682071842,7,4,25,53,6,45
645393572534865703,11,4,27,49,0,34
8990489166304988965,48,0,9,12,11,69
4284915942142431021,6,0,6,54,0,32
7190817625849057073,52,0,0,8,14,58
2313541407626940213,50,0,0,10,23,138
4310662480582987576,11,11,44,49,6,56
4820585162654469946,9,19,82,51,4,56
8150351546045288251,50,0,0,10,0,6
7436945036787633982,50,0,0,10,0,0
9032584557271371585,26,2,10,34,0,2
526348824583655238,9,20,72,51,3,66
2119804885989510988,6,11,48,54,6,52
8358338731902291786,7,4,24,53,6,38
203579134595321677,1,19,82,59,4,56
6937872202603482963,4,7,32,56,6,48
838975604215828311,7,0,12,53,0,4
8606993479096520533,6,10,42,54,6,51
676996427550674786,52,0,0,8,23,138
7202805746207739744,4,19,82,56,4,56
6001868564442697571,55,0,0,5,17,100
2640346450788765542,52,0,0,8,13,78
5119315428748152678,34,4,22,26,6,41
4975025467869810534,12,10,40,48,6,56
6064517911918104424,8,8,42,52,5,32
6701581323380772713,10,19,81,50,4,57
3185190164950306667,9,6,28,51,6,45
3808610469270179696,51,0,0,9,0,0
957722873085710195,52,0,0,8,2,12
6179374561721962353,50,0,0,10,23,138
2636260465581969270,24,0,0,36,0,0
2866909813936410488,2,7,32,58,6,46
4113789786207506299,1,3,37,59,5,56
3065302095670005634,58,0,0,2,12,86
8035280169345798022,3,7,32,57,6,48
8745703118699712393,8,5,32,52,7,54
3087615340674305933,12,0,0,48,0,0
2654794462633250702,9,4,31,51,6,55
5797713854854090643,8,19,68,52,4,23
5023232128697159579,57,0,0,3,0,0
8315395491061125019,1,6,30,59,6,44
1830467144300580766,11,8,35,49,11,75
7497197220896886682,48,0,0,12,10,86
5250473552411021215,13,0,4,47,0,25
6664829370089852832,9,0,0,51,0,0
693596182320172962,53,0,9,7,23,129
6129761062917984170,6,2,10,54,0,2
1113154600772620212,22,0,0,38,0,0
8598279105188712369,51,0,0,9,11,65
6506377118731161525,8,18,81,52,5,57
5607088249711480761,51,0,0,9,0,0
4311927800934649786,3,0,0,57,0,0
1725521386313240512,27,0,9,33,23,107
6592609963459366848,54,0,0,6,2,22
5175412433396420550,12,0,0,48,0,0
3383868585385709513,52,0,0,8,11,67
363355339286630347,7,2,11,53,2,32
4071585836251697100,50,0,1,10,2,11
3721590852129345487,49,0,0,11,1,6
8752851774582247374,4,5,23,56,6,42
9054784764202602447,46,17,68,14,0,30
1450967714247593940,11,0,0,49,0,0
7152097492202672081,3,13,54,57,6,60
4953746467243872212,2,5,25,58,6,41
9084053826758135765,51,5,23,9,6,43
8085741570232635350,1,11,48,59,6,54
5746639940009119704,7,10,38,53,6,48
3195544977977429980,52,0,0,8,11,66
3378498636799987680,11,19,82,49,4,56
5385017454227410914,10,19,83,50,4,55
3968882250404286443,49,0,4,11,9,50
8437758182726127596,6,0,0,54,0,0
1587477617198682096,2,7,28,58,4,38
8514422613986660339,5,0,17,55,3,22
2416469244699234294,12,7,36,48,9,62
6644346740593479671,6,7,34,54,6,46
8232267027750604795,7,13,54,53,6,60
6602066851781529596,51,0,0,9,13,78
1062490453651181568,53,0,3,7,23,113
4781533602035814402,51,8,26,9,6,32
4881106680684957700,51,0,0,9,3,18
9022632567128543236,11,23,106,49,0,32
3012960805393813520,54,0,4,6,14,80
734323051093970964,8,9,43,52,6,47
4980199276146020371,8,19,81,52,4,57
7431772691447107601,7,6,27,53,0,9
668428280114991126,9,0,0,51,0,0
3080466384060436501,1,6,29,59,6,43
2320866852262727704,10,0,0,50,0,0
5574390203990691862,13,11,49,47,7,59
1902812098901430295,8,6,27,52,6,45
355655264955650074,48,0,4,12,14,67
8556921637233741846,59,0,0,1,10,57
4307101616175992870,5,7,33,55,6,45
3657774823540183078,5,10,42,55,6,45
1584092872175767593,0,0,0,60,23,138
868094892736139307,32,6,38,28,6,45
6473932832662802473,55,0,0,5,12,74
8947841941886455850,4,19,49,56,4,37
4095043435597516847,27,0,23,33,17,79
4569092430523060275,4,1,67,56,0,49
6972953459232919603,52,7,37,8,4,29
6152333929739112501,8,19,82,52,4,56
8402116416010571827,47,0,3,13,17,95
7160291849340964918,7,4,35,53,1,41
1969184396227465278,48,13,52,12,5,56
2291368885401702463,59,3,18,1,3,52
8626291202096615487,5,12,42,55,6,36
2426166862654132290,6,6,8,54,17,40
3749048312267231298,3,4,23,57,4,25
4274289083039633477,48,0,2,12,5,54
8906821378598719558,56,0,0,4,5,56
4571462720777048139,0,7,36,60,4,30
1269514693646078032,6,5,28,54,6,40
9069506421887062097,4,5,24,56,6,42
3489386427079348307,46,6,28,14,0,25
565094336971198550,4,0,5,56,0,11
3460209638577131604,5,15,59,55,0,21
1598049014201307232,11,0,0,49,0,0
6260088925258272863,6,0,0,54,0,0
554867581952741474,3,5,28,57,6,39
504331488096931942,3,5,23,57,3,8
7784091420264091751,55,0,0,5,13,78
2740615512029253738,3,20,83,57,3,55
5390954985241596011,12,19,83,48,4,55
4967931590229315691,43,0,0,17,0,0
1739084742688657518,57,0,0,3,13,78
2046614184745914480,35,4,21,25,3,19
6838181750787657838,3,8,37,57,6,49
2360517714043818097,53,1,5,7,5,31
730154655418470514,7,6,31,53,3,20
7917170728703283313,11,20,83,49,3,55
2293752746141569150,54,0,0,6,23,138
2660718690144309374,11,19,81,49,4,57
5782674019358527613,7,6,26,53,6,46
4812067784520355967,6,8,27,54,6,31
